TRANSACTION_DATE,TRANSACTION__HOUR,TRANSACTION__ID,CUSTOMER_ID,BRANCH,PROD_CODE,UNITS,AMOUNT
20070127,11,9.94104E+14,CUST0000219040,STORE00479,PRD0901822,1,2.73
20070311,9,9.94105E+14,CUST0000022777,STORE02614,PRD0900858,1,0.38
20070418,15,9.94105E+14,CUST0000358383,STORE01453,PRD0900277,4,1.2
20070515,15,9.94106E+14,CUST0000862051,STORE02760,PRD0903703,1,1.82
20070513,16,9.94106E+14,CUST0000825107,STORE01813,PRD0900113,1,9.71
20070220,13,9.94105E+14,CUST0000825107,STORE01813,PRD0903615,1,9.48
20070612,11,9.94106E+14,CUST0000949614,STORE02663,PRD0901877,1,1.77
20070710,13,9.94107E+14,CUST0000682732,STORE00622,PRD0901211,1,0.77
20070721,18,9.94107E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20070801,17,9.94107E+14,CUST0000293690,STORE00150,PRD0900997,3,0.93
20070827,11,9.94107E+14,CUST0000862051,STORE02760,PRD0900795,3,3.06
20071002,19,9.94108E+14,CUST0000682732,STORE00622,PRD0903381,3,3.45
20070103,12,9.94104E+14,CUST0000862051,STORE02760,PRD0904590,1,1.68
20071009,14,9.94108E+14,CUST0000488205,STORE02035,PRD0904411,1,0.5
20071016,15,9.94108E+14,CUST0000208760,STORE00960,PRD0901803,1,0.39
20071220,17,9.94109E+14,CUST0000488205,STORE02035,PRD0903287,3,3.63
20070114,17,9.94104E+14,CUST0000949614,STORE01943,PRD0903029,1,0.57
20070120,21,9.94104E+14,CUST0000461300,STORE02231,PRD0904662,4,4.08
20071127,12,9.94109E+14,CUST0000374582,STORE02577,PRD0900423,1,1.63
20070827,11,9.94107E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20070221,11,9.94105E+14,CUST0000022777,STORE02614,PRD0900858,1,0.38
20070319,17,9.94105E+14,CUST0000488205,STORE00625,PRD0904644,1,3.38
20070721,21,9.94107E+14,CUST0000134010,STORE02752,PRD0901741,1,1.61
20071220,15,9.94109E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20071231,13,9.94109E+14,CUST0000219040,STORE00479,PRD0901482,1,0.61
20071216,15,9.94109E+14,CUST0000118036,STORE02692,PRD0902921,1,1.58
20071218,21,9.94109E+14,CUST0000181096,STORE01383,PRD0903237,1,3.58
20070527,19,9.94106E+14,CUST0000949614,STORE02663,PRD0903579,1,3.6
20070429,12,9.94106E+14,CUST0000862051,STORE02760,PRD0904527,1,0.31
20070521,15,9.94106E+14,CUST0000682732,STORE00622,PRD0901064,3,0.72
20070225,19,9.94105E+14,CUST0000611285,STORE01230,PRD0900773,1,0.82
20070222,9,9.94105E+14,CUST0000422101,STORE02561,PRD0901752,1,11.11
20070317,16,9.94105E+14,CUST0000657327,STORE00633,PRD0900858,1,0.38
20070625,11,9.94106E+14,CUST0000682732,STORE00622,PRD0902180,3,6
20070821,12,9.94107E+14,CUST0000469012,STORE02743,PRD0902880,1,0.26
20070801,18,9.94107E+14,CUST0000611285,STORE01230,PRD0900454,1,0.83
20070803,13,9.94107E+14,CUST0000469012,STORE02743,PRD0902880,1,0.26
20070507,13,9.94106E+14,CUST0000422101,STORE02561,PRD0902811,1,8.7
20070926,20,9.94108E+14,CUST0000710223,STORE02280,PRD0902472,3,0.6
20071129,12,9.94109E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20071018,17,9.94108E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20071105,16,9.94108E+14,CUST0000050414,STORE01546,PRD0902472,1,0.2
20080106,14,9.94109E+14,CUST0000682732,STORE00622,PRD0901879,1,2.46
20071116,21,9.94108E+14,CUST0000374582,STORE01604,PRD0904139,1,1.6
20070131,18,9.94104E+14,CUST0000397585,STORE00533,PRD0904345,1,0.96
20071214,10,9.94109E+14,CUST0000397585,STORE01419,PRD0904061,3,1.02
20070326,21,9.94105E+14,CUST0000022777,STORE02797,PRD0902156,3,12.03
20070208,13,9.94104E+14,CUST0000825107,STORE01813,PRD0900113,1,9.71
20070406,17,9.94105E+14,CUST0000825107,STORE01813,PRD0900113,1,9.71
20070418,15,9.94105E+14,CUST0000358383,STORE01453,PRD0901210,3,5.82
20070518,17,9.94106E+14,CUST0000657327,STORE00633,PRD0901482,8,4.88
20071030,13,9.94108E+14,CUST0000050414,STORE01546,PRD0901950,1,0.59
20070201,11,9.94104E+14,CUST0000422101,STORE02561,PRD0903363,1,0.76
20070515,15,9.94106E+14,CUST0000862051,STORE02760,PRD0902809,1,2.09
20070429,13,9.94106E+14,CUST0000422101,STORE02561,PRD0901752,1,11.11
20070130,15,9.94104E+14,CUST0000134010,STORE02752,PRD0902117,1,0.82
20070120,21,9.94104E+14,CUST0000461300,STORE02231,PRD0902061,1,5.94
20070513,16,9.94106E+14,CUST0000825107,STORE01813,PRD0900366,4,10.64
20070227,20,9.94105E+14,CUST0000676631,STORE00935,PRD0904663,1,0.21
20070302,20,9.94105E+14,CUST0000949614,STORE02663,PRD0901687,1,0.24
20070313,13,9.94105E+14,CUST0000862051,STORE02760,PRD0904988,1,0.28
20070616,11,9.94106E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20070613,11,9.94106E+14,CUST0000359365,STORE02196,PRD0902698,1,3.48
20070711,18,9.94107E+14,CUST0000404091,STORE00479,PRD0900435,1,0.68
20070718,14,9.94107E+14,CUST0000172580,STORE00282,PRD0904890,1,0.71
20070731,17,9.94107E+14,CUST0000208760,STORE01574,PRD0901877,1,1.77
20070908,15,9.94107E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20070929,14,9.94108E+14,CUST0000208760,STORE00631,PRD0904077,3,11.85
20070924,12,9.94108E+14,CUST0000181096,STORE01383,PRD0900724,1,1.33
20071123,21,9.94109E+14,CUST0000676631,STORE00935,PRD0902584,1,2.78
20071126,12,9.94109E+14,CUST0000208760,STORE00755,PRD0900345,1,1.68
20071024,10,9.94108E+14,CUST0000359365,STORE02196,PRD0900133,1,0.56
20070103,12,9.94104E+14,CUST0000862051,STORE02760,PRD0901760,1,0.55
20071206,14,9.94109E+14,CUST0000208760,STORE00960,PRD0900977,1,4.96
20070528,19,9.94106E+14,CUST0000488205,STORE00625,PRD0903218,1,0.35
20070109,18,9.94104E+14,CUST0000825107,STORE01813,PRD0903237,1,3.58
20071024,10,9.94108E+14,CUST0000359365,STORE02196,PRD0901754,1,4.85
20070225,16,9.94105E+14,CUST0000050414,STORE01546,PRD0900855,1,1.09
20070528,19,9.94106E+14,CUST0000488205,STORE00625,PRD0901196,1,4.81
20070602,10,9.94106E+14,CUST0000469012,STORE02743,PRD0900435,1,0.68
20070617,11,9.94106E+14,CUST0000825107,STORE01246,PRD0900113,1,9.71
20070625,20,9.94106E+14,CUST0000488205,STORE00625,PRD0904751,1,5.5
20070811,11,9.94107E+14,CUST0000359365,STORE02196,PRD0903573,1,3.1
20070822,21,9.94107E+14,CUST0000676631,STORE00935,PRD0904663,1,0.21
20070513,21,9.94106E+14,CUST0000397585,STORE01419,PRD0904392,1,0.22
20071030,12,9.94108E+14,CUST0000208760,STORE01574,PRD0900825,1,2.69
20071020,13,9.94108E+14,CUST0000022777,STORE00277,PRD0904988,1,0.28
20071112,17,9.94108E+14,CUST0000397585,STORE00533,PRD0904527,1,0.31
20071206,12,9.94109E+14,CUST0000766081,STORE02166,PRD0900251,3,3.72
20071002,17,9.94108E+14,CUST0000825107,STORE01813,PRD0901741,1,1.61
20071103,19,9.94108E+14,CUST0000293690,STORE00336,PRD0903178,1,2.8
20070125,18,9.94104E+14,CUST0000397585,STORE00533,PRD0904345,1,0.96
20070217,15,9.94105E+14,CUST0000862051,STORE02760,PRD0902022,1,1.01
20070418,15,9.94105E+14,CUST0000358383,STORE01453,PRD0904890,1,0.71
20070711,18,9.94107E+14,CUST0000949614,STORE02663,PRD0901411,1,5.53
20070710,21,9.94107E+14,CUST0000825107,STORE01813,PRD0900113,1,9.71
20070422,18,9.94105E+14,CUST0000949614,STORE02663,PRD0902809,1,2.09
20070406,21,9.94105E+14,CUST0000949614,STORE02663,PRD0903380,1,0.63
20070411,20,9.94105E+14,CUST0000358383,STORE00765,PRD0904735,8,73.92
20070907,14,9.94107E+14,CUST0000118036,STORE00353,PRD0904626,1,2.81
20070814,21,9.94107E+14,CUST0000172580,STORE00119,PRD0902777,1,0.48
20070722,9,9.94107E+14,CUST0000397585,STORE01419,PRD0901055,1,0.3
20070515,8,9.94106E+14,CUST0000359365,STORE02196,PRD0902611,1,0.01
20070121,8,9.94104E+14,CUST0000657327,STORE00633,PRD0902067,16,40.96
20070302,20,9.94105E+14,CUST0000949614,STORE02663,PRD0904711,3,2.28
20070213,17,9.94105E+14,CUST0000949614,STORE02663,PRD0903973,1,5.44
20070304,10,9.94105E+14,CUST0000579905,STORE01982,PRD0904880,8,29.04
20070226,18,9.94105E+14,CUST0000181096,STORE01383,PRD0900851,1,1.69
20070627,16,9.94106E+14,CUST0000172580,STORE01071,PRD0902777,1,0.48
20070705,21,9.94107E+14,CUST0000949614,STORE02663,PRD0904559,3,6.27
20070625,16,9.94106E+14,CUST0000118036,STORE00353,PRD0901411,1,5.53
20070812,12,9.94107E+14,CUST0000293690,STORE00150,PRD0901852,1,2.48
20070806,17,9.94107E+14,CUST0000374582,STORE02577,PRD0900439,1,1.4
20071127,12,9.94109E+14,CUST0000374582,STORE02577,PRD0904610,1,4.18
20071103,19,9.94108E+14,CUST0000293690,STORE00336,PRD0904854,1,2.49
20071030,12,9.94108E+14,CUST0000208760,STORE01574,PRD0900398,1,0.18
20071108,19,9.94108E+14,CUST0000181096,STORE00051,PRD0900352,1,2.41
20071201,8,9.94109E+14,CUST0000374582,STORE02577,PRD0901423,1,0.32
20071214,10,9.94109E+14,CUST0000397585,STORE01419,PRD0901055,1,0.3
20071013,10,9.94108E+14,CUST0000862051,STORE02760,PRD0902757,1,1.25
20071016,21,9.94108E+14,CUST0000050414,STORE01546,PRD0900590,1,3.22
20071027,9,9.94108E+14,CUST0000134010,STORE02752,PRD0903702,1,1.77
20070112,12,9.94104E+14,CUST0000862051,STORE02760,PRD0900293,1,3.48
20070120,10,9.94104E+14,CUST0000118036,STORE02692,PRD0900575,1,2.88
20071116,18,9.94108E+14,CUST0000374582,STORE01604,PRD0903045,1,0.56
20070413,15,9.94105E+14,CUST0000404091,STORE00479,PRD0903529,1,0.94
20070103,14,9.94104E+14,CUST0000611285,STORE01230,PRD0902993,1,1.47
20070225,14,9.94105E+14,CUST0000657327,STORE00633,PRD0901861,1,0.9
20070427,18,9.94106E+14,CUST0000488205,STORE02406,PRD0900254,4,3.4
20070117,11,9.94104E+14,CUST0000172580,STORE00008,PRD0904478,1,0.7
20070809,15,9.94107E+14,CUST0000219040,STORE00479,PRD0901577,3,1.98
20070130,15,9.94104E+14,CUST0000134010,STORE02752,PRD0904511,1,1.5
20071118,15,9.94108E+14,CUST0000293690,STORE00667,PRD0903469,1,1.29
20070226,14,9.94105E+14,CUST0000657327,STORE00633,PRD0901861,1,0.9
20070710,17,9.94107E+14,CUST0000676631,STORE00935,PRD0904501,1,0.44
20070809,14,9.94107E+14,CUST0000374582,STORE01490,PRD0904945,1,1.25
20070204,15,9.94104E+14,CUST0000657327,STORE00633,PRD0901861,1,0.9
20070320,17,9.94105E+14,CUST0000118036,STORE02692,PRD0901861,1,0.9
20070313,8,9.94105E+14,CUST0000579905,STORE01982,PRD0904945,1,1.25
20070422,17,9.94105E+14,CUST0000293690,STORE00336,PRD0903788,3,2.25
20070109,10,9.94104E+14,CUST0000611285,STORE01230,PRD0902993,1,1.47
20070428,16,9.94106E+14,CUST0000358383,STORE00765,PRD0900254,3,2.55
20070117,18,9.94104E+14,CUST0000611285,STORE01230,PRD0904441,1,0.4
20070211,15,9.94104E+14,CUST0000657327,STORE00633,PRD0903643,1,0.62
20070216,19,9.94105E+14,CUST0000611285,STORE01091,PRD0904421,1,0.97
20070217,17,9.94105E+14,CUST0000676631,STORE00935,PRD0902492,1,0.49
20070910,18,9.94108E+14,CUST0000676631,STORE00935,PRD0903469,1,1.29
20070926,20,9.94108E+14,CUST0000710223,STORE02280,PRD0903362,1,0.95
20070421,18,9.94105E+14,CUST0000766081,STORE00760,PRD0903362,1,0.95
20070326,10,9.94105E+14,CUST0000293690,STORE00336,PRD0901577,1,0.66
20070313,11,9.94105E+14,CUST0000682732,STORE00622,PRD0900254,1,0.85
20070217,16,9.94105E+14,CUST0000358383,STORE00765,PRD0903317,1,0.84
20070607,8,9.94106E+14,CUST0000469012,STORE02743,PRD0902560,1,0.9
20070924,17,9.94108E+14,CUST0000208760,STORE01574,PRD0901861,1,0.9
20070731,12,9.94107E+14,CUST0000374582,STORE01687,PRD0904945,3,3.75
20070325,19,9.94105E+14,CUST0000134010,STORE02752,PRD0901533,1,0.43
20070408,20,9.94105E+14,CUST0000676631,STORE00935,PRD0903441,1,1.21
20070309,18,9.94105E+14,CUST0000676631,STORE00935,PRD0902632,1,1.13
20070715,20,9.94107E+14,CUST0000374582,STORE01328,PRD0900097,1,1.03
20070428,16,9.94106E+14,CUST0000358383,STORE00765,PRD0903423,1,0.83
20070120,20,9.94104E+14,CUST0000676631,STORE00935,PRD0904501,1,0.44
20071213,17,9.94109E+14,CUST0000219040,STORE00479,PRD0900139,1,0.79
20070623,21,9.94106E+14,CUST0000676631,STORE00935,PRD0902492,1,0.49
20070718,13,9.94107E+14,CUST0000682732,STORE00622,PRD0903788,1,0.75
20070811,15,9.94107E+14,CUST0000579905,STORE01982,PRD0904421,1,0.97
20070827,15,9.94107E+14,CUST0000611285,STORE01091,PRD0904421,1,0.97
20071116,21,9.94108E+14,CUST0000676631,STORE00935,PRD0903317,8,6.72
20070319,17,9.94105E+14,CUST0000488205,STORE00625,PRD0903788,1,0.75
20070224,11,9.94105E+14,CUST0000579905,STORE01982,PRD0903788,1,0.75
20070308,19,9.94105E+14,CUST0000611285,STORE01230,PRD0902993,1,1.47
20070619,14,9.94106E+14,CUST0000374582,STORE01687,PRD0904945,1,1.25
20070711,18,9.94107E+14,CUST0000404091,STORE00479,PRD0902560,1,0.9
20070720,10,9.94107E+14,CUST0000469012,STORE00234,PRD0901533,1,0.43
20071026,11,9.94108E+14,CUST0000579905,STORE00288,PRD0904945,1,1.25
20071113,18,9.94108E+14,CUST0000611285,STORE01091,PRD0903788,1,0.75
20070402,8,9.94105E+14,CUST0000358383,STORE01453,PRD0903317,1,0.84
20070428,20,9.94106E+14,CUST0000676631,STORE00935,PRD0903469,1,1.29
20070511,21,9.94106E+14,CUST0000611285,STORE01230,PRD0903317,3,2.52
20070407,15,9.94105E+14,CUST0000862051,STORE02760,PRD0904945,1,1.25
20071002,19,9.94108E+14,CUST0000682732,STORE00622,PRD0903788,1,0.75
20070926,19,9.94108E+14,CUST0000710223,STORE02280,PRD0904945,1,1.25
20070329,19,9.94105E+14,CUST0000710223,STORE02280,PRD0903441,1,1.21
20070105,16,9.94104E+14,CUST0000825107,STORE01813,PRD0900202,1,1.37
20070418,15,9.94105E+14,CUST0000358383,STORE01453,PRD0900254,3,2.55
